Disease Name	Most General MONDO ID	Most General Label
KCNQ2-related benign neonatal epilepsy	MONDO:0007365	seizures, benign familial neonatal, 1
KCNQ2-related early infantile epileptic encephalopathy	MONDO:0013387	developmental and epileptic encephalopathy, 7
KCNQ2-related early-onset epileptic encephalopathy	MONDO:0013387	developmental and epileptic encephalopathy, 7
KCNQ2-related epilepsy	MONDO:0013387	developmental and epileptic encephalopathy, 7
KCNQ2-related epileptic encephalopathy	MONDO:0013387	developmental and epileptic encephalopathy, 7
KCNQ2-related epileptic encephalopathy (Early Infantile Epileptic Encephalopathy Type 7)	MONDO:0013387	developmental and epileptic encephalopathy, 7
KCNQ2-related neonatal epilepsy	MONDO:0013387	developmental and epileptic encephalopathy, 7
KCNQ2-related neonatal epileptic encephalopathy	MONDO:0013387	developmental and epileptic encephalopathy, 7
KCNQ3-Related Neonatal Epilepsy	MONDO:0007366	seizures, benign familial neonatal, 2
KCNQ3-related epilepsy	MONDO:0007366	seizures, benign familial neonatal, 2
KCNQ3-related epileptic encephalopathy	MONDO:0013387	developmental and epileptic encephalopathy, 7
KCNQ3-related neonatal epileptic encephalopathy	MONDO:0013387	developmental and epileptic encephalopathy, 7
KCNT1-Related Epileptic Encephalopathy	MONDO:0013989	developmental and epileptic encephalopathy, 14
KCNT1-related early infantile epileptic encephalopathy	MONDO:0013989	developmental and epileptic encephalopathy, 14
KID syndrome (Keratitis-Ichthyosis-Deafness syndrome)	MONDO:0018781	KID syndrome
KIF1A-Associated Neurological Disorder	MONDO:0700055	KIF1A related neurological disorder
KIF1A-Associated Neurological Disorder (KAND)	MONDO:0700055	KIF1A related neurological disorder
KIF1A-associated neurological disorder	MONDO:0700055	KIF1A related neurological disorder
KIF1A-associated neurological disorder (KAND)	MONDO:0700055	KIF1A related neurological disorder
KIF1A-related disorder	MONDO:0700055	KIF1A related neurological disorder
KIF1A-related disorders	MONDO:0700055	KIF1A related neurological disorder
Kabuki Syndrome	MONDO:0016512	Kabuki syndrome
Kabuki syndrome	MONDO:0016512	Kabuki syndrome
Kallmann Syndrome	MONDO:0018800	Kallmann syndrome
Kallmann syndrome	MONDO:0018800	Kallmann syndrome
Kartagener syndrome	MONDO:0016575	primary ciliary dyskinesia
Kawasaki disease	MONDO:0012727	mucocutaneous lymph node syndrome
Kearns-Sayre Syndrome	MONDO:0010787	Kearns-Sayre syndrome
Kearns-Sayre Syndrome (KSS)	MONDO:0010787	Kearns-Sayre syndrome
Kearns-Sayre syndrome	MONDO:0010787	Kearns-Sayre syndrome
Kennedy disease	MONDO:0010735	Kennedy disease
Kennedy disease (spinobulbar muscular atrophy)	MONDO:0010735	Kennedy disease
Kennedy's disease (spinal and bulbar muscular atrophy)	MONDO:0010735	Kennedy disease
Kenny-Caffey Syndrome Type 1	MONDO:0009486	autosomal recessive Kenny-Caffey syndrome
Keratitis-Ichthyosis-Deafness (KID) Syndrome	MONDO:0018781	KID syndrome
Keratitis-Ichthyosis-Deafness (KID) syndrome	MONDO:0018781	KID syndrome
Keratitis-ichthyosis-deafness (KID) syndrome	MONDO:0018781	KID syndrome
Keratoconus	MONDO:0015486	keratoconus
King-Denborough Syndrome	MONDO:0007783; MONDO:0020485 (no common general term found)	King-Denborough syndrome; malignant hyperthermia, susceptibility to, 1
King-Denborough syndrome	MONDO:0007783; MONDO:0020485 (no common general term found)	King-Denborough syndrome; malignant hyperthermia, susceptibility to, 1
Kleefstra Syndrome	MONDO:0012455	Kleefstra syndrome
Kleefstra syndrome	MONDO:0012455	Kleefstra syndrome
Kleefstra syndrome (9q34.3 deletion syndrome)	MONDO:0027407	Kleefstra syndrome 1
Klinefelter syndrome	MONDO:0006823	Klinefelter syndrome
Klippel-Feil syndrome	MONDO:0001029	Klippel-Feil syndrome
Klippel-Trenaunay syndrome	MONDO:0007864	angioosteohypertrophic syndrome
Kniest Dysplasia	MONDO:0007987	Kniest dysplasia
Kniest dysplasia	MONDO:0007987	Kniest dysplasia
Knobloch Syndrome	MONDO:0800166	Knobloch syndrome
Knobloch syndrome	MONDO:0800166	Knobloch syndrome
Koolen-De Vries syndrome	MONDO:0012496	Koolen-de Vries syndrome
Koolen-de Vries syndrome	MONDO:0012496	Koolen-de Vries syndrome
Koolen-de Vries syndrome (17q21.31 microdeletion syndrome)	MONDO:0012496	Koolen-de Vries syndrome
Kousseff syndrome	MONDO:0016522	Kousseff syndrome
Krabbe Disease	MONDO:0009499	Krabbe disease
Krabbe Disease (Globoid Cell Leukodystrophy)	MONDO:0009499	Krabbe disease
Krabbe disease	MONDO:0009499	Krabbe disease
Krabbe disease (Globoid Cell Leukodystrophy)	MONDO:0009499	Krabbe disease
Krabbe disease (Globoid cell leukodystrophy)	MONDO:0009499	Krabbe disease
Krabbe disease (adult-onset)	MONDO:0016091	adult Krabbe disease
Krabbe disease (globoid cell leukodystrophy)	MONDO:0009499	Krabbe disease
Krabbe disease (late-onset form)	MONDO:0009499	Krabbe disease
Krabbe disease (late-onset)	MONDO:0009499	Krabbe disease
Kufor-Rakeb Syndrome	MONDO:0011706	Kufor-Rakeb syndrome
Kufor-Rakeb syndrome	MONDO:0011706	Kufor-Rakeb syndrome
Kufor-Rakeb syndrome (ATP13A2-related juvenile-onset parkinsonism)	MONDO:0011706	Kufor-Rakeb syndrome
Kufor-Rakeb syndrome (PARK9)	MONDO:0011706	Kufor-Rakeb syndrome
Kufor-Rakeb syndrome (PARK9-associated parkinsonism)	MONDO:0011706	Kufor-Rakeb syndrome
Kufs disease (adult neuronal ceroid lipofuscinosis)	MONDO:0008083	ceroid lipofuscinosis, neuronal, 4 (Kufs type)
Kyphoscoliotic Ehlers-Danlos syndrome	MONDO:0016002	Ehlers-Danlos syndrome, kyphoscoliotic type 1
Kyphoscoliotic Ehlers-Danlos syndrome (kEDS)	MONDO:0016002	Ehlers-Danlos syndrome, kyphoscoliotic type 1
L-2-Hydroxyglutaric Aciduria	MONDO:0009370	L-2-hydroxyglutaric aciduria
L-2-Hydroxyglutaric aciduria	MONDO:0009370	L-2-hydroxyglutaric aciduria
L-2-hydroxyglutaric aciduria	MONDO:0009370	L-2-hydroxyglutaric aciduria
L1 Syndrome (L1CAM-related disorder)	MONDO:0017140	L1 syndrome
L1 syndrome	MONDO:0017140	L1 syndrome
L1 syndrome (L1CAM mutation disorders)	MONDO:0017140	L1 syndrome
L1 syndrome (L1CAM-associated X-linked hydrocephalus)	MONDO:0017140	L1 syndrome
L1 syndrome (L1CAM-associated disorders)	MONDO:0017140	L1 syndrome
L1 syndrome (L1CAM-related disorder)	MONDO:0017140	L1 syndrome
L1 syndrome (L1CAM-related disorders)	MONDO:0017140	L1 syndrome
L1 syndrome (X-linked hydrocephalus due to L1CAM mutations)	MONDO:0017140	L1 syndrome
L1 syndrome (X-linked hydrocephalus syndrome)	MONDO:0017140	L1 syndrome
L1 syndrome (X-linked hydrocephalus)	MONDO:0017140	L1 syndrome
L1CAM-associated X-linked hydrocephalus	MONDO:0010611	X-linked hydrocephalus with stenosis of the aqueduct of Sylvius
L1CAM-related X-linked hydrocephalus	MONDO:0010611	X-linked hydrocephalus with stenosis of the aqueduct of Sylvius
L1CAM-related disorder (X-linked hydrocephalus)	MONDO:0010611	X-linked hydrocephalus with stenosis of the aqueduct of Sylvius
L2-Hydroxyglutaric aciduria	MONDO:0009370	L-2-hydroxyglutaric aciduria
LADD Syndrome (Lacrimo-Auriculo-Dento-Digital Syndrome)	MONDO:0007872	LADD syndrome
LADD syndrome	MONDO:0007872	LADD syndrome
LAMA2-Related Congenital Muscular Dystrophy	MONDO:0100228	LAMA2-related muscular dystrophy
LAMA2-related congenital muscular dystrophy (Merosin-deficient CMD)	MONDO:0100228	LAMA2-related muscular dystrophy
LEOPARD Syndrome	MONDO:0007893	Noonan syndrome with multiple lentigines
LEOPARD syndrome	MONDO:0007893	Noonan syndrome with multiple lentigines
LEOPARD syndrome (Multiple Lentigines Syndrome)	MONDO:0100082	LEOPARD syndrome 1
LEOPARD syndrome (Noonan syndrome with Multiple Lentigines)	MONDO:0100082	LEOPARD syndrome 1
LEOPARD syndrome (Noonan syndrome with multiple lentigines)	MONDO:0100082	LEOPARD syndrome 1
LEOPARD syndrome (multiple lentigines syndrome)	MONDO:0100082	LEOPARD syndrome 1
LIG4 deficiency syndrome	MONDO:0011686	DNA ligase IV deficiency
LIS1-related lissencephaly	MONDO:0011830	lissencephaly due to LIS1 mutation
LMNA-related Congenital Muscular Dystrophy	MONDO:0013178	congenital muscular dystrophy due to LMNA mutation
LMNA-related congenital muscular dystrophy	MONDO:0013178	congenital muscular dystrophy due to LMNA mutation
LMNA-related dilated cardiomyopathy with conduction defects	MONDO:0007269	dilated cardiomyopathy 1A
LMNA-related muscular dystrophy (Limb-girdle muscular dystrophy type 1B)	MONDO:0021018	autosomal dominant limb-girdle muscular dystrophy type 1D (DNAJB6)
LMNA-related progeroid syndrome	MONDO:0018203	LMNA-related cardiocutaneous progeria syndrome
LTBP4-related cutis laxa (Autosomal recessive cutis laxa type IC)	MONDO:0013170	cutis laxa with severe pulmonary, gastrointestinal and urinary anomalies
LTBP4-related cutis laxa (autosomal recessive cutis laxa type IC)	MONDO:0013170	cutis laxa with severe pulmonary, gastrointestinal and urinary anomalies
Lacrimo-Auriculo-Dento-Digital (LADD) syndrome	MONDO:0007872	LADD syndrome
Lacrimo-auriculo-dento-digital (LADD) syndrome	MONDO:0007872	LADD syndrome
Lafora Disease	MONDO:0009697	Lafora disease
Lafora disease	MONDO:0009697	Lafora disease
Lafora disease (Lafora progressive myoclonus epilepsy)	MONDO:0009697	Lafora disease
Laing distal myopathy	MONDO:0008050	MYH7-related skeletal myopathy
Lambert-Eaton Myasthenic Syndrome	MONDO:0018556	Lambert-Eaton myasthenic syndrome
Lamellar ichthyosis	MONDO:0017778; MONDO:0019306 (no common general term found)	lamellar ichthyosis; congenital non-bullous ichthyosiform erythroderma
Lamin A/C Cardiomyopathy (LMNA mutation)	MONDO:0007269	dilated cardiomyopathy 1A
Lamin A/C cardiomyopathy (LMNA-related dilated cardiomyopathy)	MONDO:0007269	dilated cardiomyopathy 1A
Laminin Alpha-2 Deficient Congenital Muscular Dystrophy	MONDO:0013177	congenital muscular dystrophy due to integrin alpha-7 deficiency
Laminopathy (LMNA-related Muscular Dystrophy)	MONDO:0013178	congenital muscular dystrophy due to LMNA mutation
Laminopathy-associated Muscular Dystrophy	MONDO:0100228	LAMA2-related muscular dystrophy
Landau-Kleffner Syndrome	MONDO:0009509	Landau-Kleffner syndrome
Landau-Kleffner syndrome	MONDO:0009509	Landau-Kleffner syndrome
Langer mesomelic dysplasia	MONDO:0009588	Langer mesomelic dysplasia
Langer-Giedion syndrome	MONDO:0007874	trichorhinophalangeal syndrome type II
Langer-Giedion syndrome (Trichorhinophalangeal syndrome type II)	MONDO:0007874	trichorhinophalangeal syndrome type II
Langerhans cell histiocytosis	MONDO:0018310	Langerhans cell histiocytosis
Laron syndrome	MONDO:0009877	Laron syndrome
Larsen Syndrome	MONDO:0007875	Larsen syndrome
Larsen syndrome	MONDO:0007875	Larsen syndrome
Laryngomalacia	MONDO:0007878	congenital laryngomalacia
Late-onset Pompe disease (Glycogen storage disease type II)	MONDO:0018485	glycogen storage disease due to acid maltase deficiency, late-onset
Lathosterolosis	MONDO:0011816	lathosterolosis
Lattice Corneal Dystrophy	MONDO:0004686	lattice corneal dystrophy
Laurence-Moon Syndrome	MONDO:0009514	Laurence-Moon syndrome
Laurence-Moon syndrome	MONDO:0009514	Laurence-Moon syndrome
Laurin-Sandrow syndrome	MONDO:0007615	laurin-Sandrow syndrome
Lead poisoning	MONDO:0018019	lead poisoning
Leber Congenital Amaurosis	MONDO:0018998	Leber congenital amaurosis
Leber Hereditary Optic Neuropathy	MONDO:0010788	Leber hereditary optic neuropathy
Leber Hereditary Optic Neuropathy (LHON)	MONDO:0010788	Leber hereditary optic neuropathy
Leber congenital amaurosis	MONDO:0018998	Leber congenital amaurosis
Leber hereditary optic neuropathy	MONDO:0010788	Leber hereditary optic neuropathy
Leber hereditary optic neuropathy (LHON)	MONDO:0010788	Leber hereditary optic neuropathy
Leber's Hereditary Optic Neuropathy	MONDO:0010788	Leber hereditary optic neuropathy
Leber's congenital amaurosis	MONDO:0018998	Leber congenital amaurosis
Leber's hereditary optic neuropathy	MONDO:0010788	Leber hereditary optic neuropathy
Leber's hereditary optic neuropathy (LHON) plus spastic paraplegia	MONDO:0020478	Leber plus disease
Leber's hereditary optic neuropathy (LHON) with spastic paraplegia	MONDO:0010788	Leber hereditary optic neuropathy
Lebers hereditary optic neuropathy	MONDO:0010788	Leber hereditary optic neuropathy
Left ventricular noncompaction cardiomyopathy	MONDO:0018901	left ventricular noncompaction
Legius Syndrome	MONDO:0012669	Legius syndrome
Legius syndrome	MONDO:0012669	Legius syndrome
Leigh Syndrome	MONDO:0009723	Leigh syndrome
Leigh Syndrome (Mitochondrial Disorder)	MONDO:0016814	maternally-inherited Leigh syndrome
Leigh Syndrome (Mitochondrial Encephalopathy)	MONDO:0016814	maternally-inherited Leigh syndrome
Leigh Syndrome (Subacute Necrotizing Encephalomyelopathy)	MONDO:0008069	necrotizing encephalomyelopathy, subacute, of Leigh, adult
Leigh disease	MONDO:0009723	Leigh syndrome
Leigh disease (mitochondrial disorder)	MONDO:0016814	maternally-inherited Leigh syndrome
Leigh disease (mitochondrial encephalopathy)	MONDO:0016814	maternally-inherited Leigh syndrome
Leigh disease (subacute necrotizing encephalomyelopathy)	MONDO:0008069	necrotizing encephalomyelopathy, subacute, of Leigh, adult
Leigh syndrome	MONDO:0009723	Leigh syndrome
Leigh syndrome (a mitochondrial disorder)	MONDO:0016814	maternally-inherited Leigh syndrome
Leigh syndrome (mitochondrial disorder)	MONDO:0016814	maternally-inherited Leigh syndrome
Leigh syndrome (subacute necrotizing encephalomyelopathy)	MONDO:0008069	necrotizing encephalomyelopathy, subacute, of Leigh, adult
Leigh syndrome (subtype of mitochondrial disorders)	MONDO:0016814	maternally-inherited Leigh syndrome
Lennox-Gastaut Syndrome	MONDO:0016532	Lennox-Gastaut syndrome
Lennox-Gastaut syndrome	MONDO:0016532	Lennox-Gastaut syndrome
Lentiginosis profusa	MONDO:0007891	familial generalized lentiginosis
Lenz Microphthalmia Syndrome	MONDO:0010671; MONDO:0018924 (no common general term found)	microphthalmia, syndromic 1; microphthalmia, Lenz type
Lenz microphthalmia syndrome	MONDO:0010671; MONDO:0018924 (no common general term found)	microphthalmia, syndromic 1; microphthalmia, Lenz type
Lenz-Majewski hyperostotic dwarfism	MONDO:0007892	Lenz-Majewski hyperostotic dwarfism
Lenz-Majewski syndrome	MONDO:0007892	Lenz-Majewski hyperostotic dwarfism
Leopard syndrome	MONDO:0007893	Noonan syndrome with multiple lentigines
Leri-Weill Dyschondrosteosis	MONDO:0007481	Leri-Weill dyschondrosteosis
Leri-Weill dyschondrosteosis	MONDO:0007481	Leri-Weill dyschondrosteosis
Lesch-Nyhan syndrome	MONDO:0010298	Lesch-Nyhan syndrome
Lethal Congenital Contracture Syndrome	MONDO:0017436	lethal congenital contracture syndrome
Lethal multiple pterygium syndrome	MONDO:0009668	lethal multiple pterygium syndrome
Leukocyte Adhesion Deficiency Type I	MONDO:0007293	leukocyte adhesion deficiency 1
Leukocyte Adhesion Deficiency Type II	MONDO:0009953	leukocyte adhesion deficiency type II
Leukocyte adhesion deficiency type II (LAD II)	MONDO:0009953	leukocyte adhesion deficiency type II
Leukodystrophies	MONDO:0019046	leukodystrophy
Leukodystrophies (e.g., Canavan disease)	MONDO:0019046	leukodystrophy
Leukodystrophies (e.g., Krabbe disease, Metachromatic leukodystrophy)	MONDO:0019046	leukodystrophy
Leukodystrophies (e.g., POLR3-related disorders)	MONDO:0014666	hypomyelinating leukodystrophy 11
Leukodystrophies (e.g., metachromatic leukodystrophy)	MONDO:0009591	metachromatic leukodystrophy, juvenile form
Leukodystrophies (other types)	MONDO:0019046	leukodystrophy
Leukodystrophy	MONDO:0019046	leukodystrophy
Leukodystrophy with brainstem and spinal cord involvement and lactate elevation (LBSL)	MONDO:0012622	leukoencephalopathy with brain stem and spinal cord involvement-high lactate syndrome
Leukodystrophy with hypomyelination	MONDO:0014666	hypomyelinating leukodystrophy 11
Leukoencephalopathy with Brainstem and Spinal Cord Involvement and Lactate Elevation (LBSL)	MONDO:0012622	leukoencephalopathy with brain stem and spinal cord involvement-high lactate syndrome
Leukoencephalopathy with calcifications and cysts (LCC)	MONDO:0011391	megalencephalic leukoencephalopathy with subcortical cysts
Leukoencephalopathy with calcifications and cysts (Labrune syndrome)	MONDO:0015348	leukoencephalopathy with bilateral anterior temporal lobe cysts
Lewy body dementia	MONDO:0007488	Lewy body dementia
Leydig cell hypoplasia	MONDO:0019155	Leydig cell hypoplasia
Li-Fraumeni Syndrome	MONDO:0018875	Li-Fraumeni syndrome
Li-Fraumeni syndrome	MONDO:0018875	Li-Fraumeni syndrome
Limb-Girdle Muscular Dystrophy	MONDO:0016971	limb-girdle muscular dystrophy
Limb-Girdle Muscular Dystrophy Type 1B	MONDO:0021569	Emery-Dreifuss muscular dystrophy 2, autosomal dominant
Limb-Girdle Muscular Dystrophy Type 1B (LGMD1B)	MONDO:0021018	autosomal dominant limb-girdle muscular dystrophy type 1D (DNAJB6)
Limb-Girdle Muscular Dystrophy due to POMGNT1 mutations (MDDGC3)	MONDO:0014489	limb-girdle muscular dystrophy due to POMK deficiency
Limb-Girdle Muscular Dystrophy due to POMT1 mutations (MDDGC1)	MONDO:0014489	limb-girdle muscular dystrophy due to POMK deficiency
Limb-Girdle Muscular Dystrophy due to POMT2 mutations (MDDGC2)	MONDO:0014489	limb-girdle muscular dystrophy due to POMK deficiency
Limb-Girdle Muscular Dystrophy type 1B	MONDO:0021569	Emery-Dreifuss muscular dystrophy 2, autosomal dominant
Limb-Girdle Muscular Dystrophy type 1B (LGMD1B)	MONDO:0021018	autosomal dominant limb-girdle muscular dystrophy type 1D (DNAJB6)
Limb-Girdle Muscular Dystrophy type 2I (LGMDR9) due to FKRP mutations	MONDO:0011787	autosomal recessive limb-girdle muscular dystrophy type 2I
Limb-girdle muscular dystrophy	MONDO:0016971	limb-girdle muscular dystrophy
Limb-girdle muscular dystrophy (LGMD)	MONDO:0016971	limb-girdle muscular dystrophy
Limb-girdle muscular dystrophy type 1B	MONDO:0021569	Emery-Dreifuss muscular dystrophy 2, autosomal dominant
Limb-girdle muscular dystrophy type 1C (CAV3-related)	MONDO:0021018	autosomal dominant limb-girdle muscular dystrophy type 1D (DNAJB6)
Linear nevus sebaceous syndrome	MONDO:0008097	linear nevus sebaceous syndrome
Lipodystrophy associated with LMNA mutations	MONDO:0009557	mandibuloacral dysplasia with type A lipodystrophy
Lipoic acid synthetase deficiency	MONDO:0013762	lipoic acid synthetase deficiency
Lipoid congenital adrenal hyperplasia	MONDO:0008725	congenital lipoid adrenal hyperplasia due to STAR deficency
Lipomyelomeningocele	MONDO:0012296	lipomyelomeningocele
Lissencephaly	MONDO:0018838	lissencephaly spectrum disorders
Lissencephaly (DCX gene mutations)	MONDO:0010239	lissencephaly type 1 due to doublecortin gene mutation
Lissencephaly (LIS1 or DCX mutations)	MONDO:0010239	lissencephaly type 1 due to doublecortin gene mutation
Lissencephaly (Miller-Dieker syndrome)	MONDO:0009532	Miller-Dieker lissencephaly syndrome
Lissencephaly (e.g., Miller-Dieker syndrome)	MONDO:0009532	Miller-Dieker lissencephaly syndrome
Lissencephaly (e.g., due to LIS1 mutations)	MONDO:0011830	lissencephaly due to LIS1 mutation
Lissencephaly due to LIS1 mutation	MONDO:0011830	lissencephaly due to LIS1 mutation
Lissencephaly due to LIS1 mutations	MONDO:0011830	lissencephaly due to LIS1 mutation
Lissencephaly due to TUBB2B mutations	MONDO:0012703	lissencephaly due to TUBA1A mutation
Lissencephaly with cerebellar hypoplasia	MONDO:0019450	lissencephaly with cerebellar hypoplasia
Loeys-Dietz Syndrome	MONDO:0018954	Loeys-Dietz syndrome
Loeys-Dietz syndrome	MONDO:0018954	Loeys-Dietz syndrome
Loeys-Dietz syndrome type 3 (SMAD3 mutation)	MONDO:0012212	Loeys-Dietz syndrome 1
Long QT Syndrome	MONDO:0002442	long QT syndrome
Long QT Syndrome Type 1	MONDO:0100316	long QT syndrome 1
Long QT Syndrome Type 1 (LQT1)	MONDO:0002442	long QT syndrome
Long QT Syndrome Type 2	MONDO:0013367	long QT syndrome 2
Long QT Syndrome Type 2 (LQT2)	MONDO:0002442	long QT syndrome
Long QT Syndrome Type 3	MONDO:0011377	long QT syndrome 3
Long QT Syndrome Type 3 (LQT3)	MONDO:0012314	short QT syndrome type 3
Long QT syndrome	MONDO:0002442	long QT syndrome
Long QT syndrome type 1	MONDO:0100316	long QT syndrome 1
Long QT syndrome type 2	MONDO:0013367	long QT syndrome 2
Long QT syndrome type 3	MONDO:0011377	long QT syndrome 3
Long QT syndrome type 3 (LQT3)	MONDO:0012314	short QT syndrome type 3
Long-Chain 3-Hydroxyacyl-CoA Dehydrogenase (LCHAD) Deficiency	MONDO:0012173	long chain 3-hydroxyacyl-CoA dehydrogenase deficiency
Long-chain 3-hydroxyacyl-CoA dehydrogenase (LCHAD) deficiency	MONDO:0012173	long chain 3-hydroxyacyl-CoA dehydrogenase deficiency
Long-chain 3-hydroxyacyl-CoA dehydrogenase deficiency	MONDO:0012173	long chain 3-hydroxyacyl-CoA dehydrogenase deficiency
Long-chain 3-hydroxyacyl-CoA dehydrogenase deficiency (LCHAD deficiency)	MONDO:0012173	long chain 3-hydroxyacyl-CoA dehydrogenase deficiency
Long-chain 3-hydroxyacyl-CoA dehydrogenase deficiency (LCHADD)	MONDO:0012173	long chain 3-hydroxyacyl-CoA dehydrogenase deficiency
Long-chain acyl-CoA dehydrogenase deficiency	MONDO:0020531	long chain acyl-CoA dehydrogenase deficiency
Long-chain acyl-CoA dehydrogenase deficiency (LCAD deficiency)	MONDO:0020531	long chain acyl-CoA dehydrogenase deficiency
Long-chain hydroxyacyl-CoA dehydrogenase deficiency (LCHAD deficiency)	MONDO:0012173	long chain 3-hydroxyacyl-CoA dehydrogenase deficiency
Lowe Syndrome	MONDO:0010645	oculocerebrorenal syndrome
Lowe syndrome	MONDO:0010645	oculocerebrorenal syndrome
Lowe syndrome (Oculo-cerebro-renal syndrome)	MONDO:0010645	oculocerebrorenal syndrome
Lowe syndrome (oculocerebrorenal syndrome)	MONDO:0010645	oculocerebrorenal syndrome
Lujan-Fryns syndrome	MONDO:0010655	X-linked intellectual disability with marfanoid habitus
Lymphangioleiomyomatosis	MONDO:0011705	lymphangioleiomyomatosis
Lymphedema-Distichiasis syndrome	MONDO:0007922	lymphedema-distichiasis syndrome
Lynch Syndrome (Hereditary Nonpolyposis Colorectal Cancer)	MONDO:0012249	Lynch syndrome 2
Lynch syndrome	MONDO:0005835	Lynch syndrome
Lysinuric Protein Intolerance	MONDO:0009109	lysinuric protein intolerance
Lysinuric protein intolerance	MONDO:0009109	lysinuric protein intolerance
Lysosomal acid lipase deficiency (LAL-D)	MONDO:0010204	obsolete lysosomal acid lipase deficiency
Lysosomal acid lipase deficiency (cholesteryl ester storage disease)	MONDO:0010204	obsolete lysosomal acid lipase deficiency
Léri-Weill dyschondrosteosis	MONDO:0007481	Leri-Weill dyschondrosteosis
MASA syndrome	MONDO:0010559	MASA syndrome
MASS Phenotype	MONDO:0011431	MASS syndrome
MASS phenotype	MONDO:0011431	MASS syndrome
MECP2 Duplication Syndrome	MONDO:0010283	syndromic X-linked intellectual disability Lubs type
MECP2 duplication syndrome	MONDO:0010283	syndromic X-linked intellectual disability Lubs type
MECP2-related severe neonatal encephalopathy	MONDO:0010397	severe neonatal-onset encephalopathy with microcephaly
MED13L haploinsufficiency syndrome	MONDO:0014773	cardiac anomalies - developmental delay - facial dysmorphism syndrome
MED13L-related intellectual disability	MONDO:0100000	MED12-related intellectual disability syndrome
MED13L-related intellectual disability syndrome	MONDO:0100000	MED12-related intellectual disability syndrome
MEGDEL syndrome	MONDO:0013875	3-methylglutaconic aciduria with deafness, encephalopathy, and Leigh-like syndrome
MELAS (Mitochondrial Encephalomyopathy, Lactic Acidosis, and Stroke-like episodes)	MONDO:0010789	MELAS syndrome
MELAS (Mitochondrial Encephalopathy, Lactic Acidosis, and Stroke-like episodes)	MONDO:0010789	MELAS syndrome
MELAS Syndrome (Mitochondrial Encephalomyopathy, Lactic Acidosis, and Stroke-like episodes)	MONDO:0010789	MELAS syndrome
MELAS syndrome	MONDO:0010789	MELAS syndrome
MELAS syndrome (Mitochondrial Encephalomyopathy, Lactic Acidosis, and Stroke-like episodes)	MONDO:0010789	MELAS syndrome
MELAS syndrome (Mitochondrial Encephalopathy, Lactic Acidosis, and Stroke-like episodes)	MONDO:0010789	MELAS syndrome
MELAS syndrome (Mitochondrial encephalomyopathy, lactic acidosis, and stroke-like episodes)	MONDO:0010789	MELAS syndrome
MERRF syndrome	MONDO:0010790	MERRF syndrome
MERRF syndrome (Myoclonic Epilepsy with Ragged Red Fibers)	MONDO:0010790	MERRF syndrome
MPI-CDG (Congenital Disorder of Glycosylation Type Ib)	MONDO:0011257	MPI-congenital disorder of glycosylation
MPPH syndrome (megalencephaly-polymicrogyria-polydactyly-hydrocephalus)	MONDO:0019375	megalencephaly-polymicrogyria-postaxial polydactyly-hydrocephalus syndrome
MPV17-related hepatocerebral mitochondrial DNA depletion syndrome	MONDO:0009747	mitochondrial DNA depletion syndrome 6 (hepatocerebral type)
MPV17-related mitochondrial DNA depletion syndrome	MONDO:0012301	mitochondrial DNA depletion syndrome, myopathic form
MTHFR deficiency	MONDO:0009353	homocystinuria due to methylene tetrahydrofolate reductase deficiency
MTOR-related Overgrowth Syndrome	MONDO:0100283	overgrowth syndrome and/or cerebral malformations due to abnormalities in MTOR pathway genes
MTOR-related focal cortical dysplasia	MONDO:0019009	isolated focal cortical dysplasia
MYH7-related dilated cardiomyopathy	MONDO:0013262	dilated cardiomyopathy 1S
MYH7-related left ventricular noncompaction cardiomyopathy	MONDO:0013262	dilated cardiomyopathy 1S
MYH9-related disorder	MONDO:0015912	macrothrombocytopenia and granulocyte inclusions with or without nephritis or sensorineural hearing loss
Macrocephaly-capillary malformation (M-CM) syndrome	MONDO:0011240	megalencephaly-capillary malformation-polymicrogyria syndrome
Macular Degeneration	MONDO:0003004; MONDO:0011935 (no common general term found)	macular degeneration; retinitis pigmentosa 30
Macular dystrophy	HP:0007754	Macular dystrophy
Madelung's Disease	MONDO:0006574	lipomatosis
Maffucci syndrome	MONDO:0013808	Maffucci syndrome
Mainzer-Saldino Syndrome	MONDO:0009964	short-rib thoracic dysplasia 9 with or without polydactyly
Mainzer-Saldino syndrome	MONDO:0009964	short-rib thoracic dysplasia 9 with or without polydactyly
Major Histocompatibility Complex Class II deficiency	MONDO:0008855	MHC class II deficiency
Major Histocompatibility Complex Class II deficiency (Bare Lymphocyte Syndrome type II)	MONDO:0008855	MHC class II deficiency
Mal de Meleda	MONDO:0009552	mal de Meleda
Malan syndrome	MONDO:0013885	Malan overgrowth syndrome
Malformations of cortical development (e.g., lissencephaly)	HP:0001339	Lissencephaly
Malignant Hyperthermia Susceptibility (MHS)	MONDO:0800188	malignant hyperthermia, susceptibility to
Malignant Hyperthermia Susceptibility (RYR1 gene mutation)	MONDO:0007783	malignant hyperthermia, susceptibility to, 1
Malignant migrating partial seizures of infancy (MMPSI)	MONDO:0017385	malignant migrating partial seizures of infancy
Mandibuloacral Dysplasia	MONDO:0016584	mandibuloacral dysplasia
Mandibuloacral dysplasia	MONDO:0016584	mandibuloacral dysplasia
Mandibulofacial dysostosis with microcephaly	MONDO:0012516	mandibulofacial dysostosis-microcephaly syndrome
